group_id,mean_cost_delta,mean_harm_delta,mean_total_return_delta,rollouts,scenario,source_seed,split,state_id,unit_index
task14u/seed8/time_pressure/episode5/step5/unit1,0.29090243577957153,3.5571789741516113,-3.897869110107422,32,time_pressure,8,test,task14u/seed8/time_pressure/episode5/step5,1
task14u/seed8/time_pressure/episode19/step23/unit2,0.49608564376831055,-8.335426330566406,4.897078990936279,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode19/step23,2
task14u/seed8/time_pressure/episode4/step5/unit0,0.1506846845149994,-4.142958641052246,3.5136067867279053,32,time_pressure,8,train,task14u/seed8/time_pressure/episode4/step5,0
task14u/seed8/time_pressure/episode4/step5/unit1,0.34202128648757935,10.163829803466797,-8.893989562988281,32,time_pressure,8,train,task14u/seed8/time_pressure/episode4/step5,1
task14u/seed8/time_pressure/episode33/step18/unit0,0.17071354389190674,0.0,0.08699610829353333,32,time_pressure,8,train,task14u/seed8/time_pressure/episode33/step18,0
task14u/seed8/time_pressure/episode27/step7/unit0,0.4640796184539795,-0.5018856525421143,-1.939424991607666,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode27/step7,0
task14u/seed8/time_pressure/episode27/step7/unit2,0.4685925245285034,-17.372699737548828,18.445655822753906,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode27/step7,2
task14u/seed8/time_pressure/episode2/step25/unit2,0.41374045610427856,-1.4724843502044678,3.817049503326416,32,time_pressure,8,train,task14u/seed8/time_pressure/episode2/step25,2
task14u/seed8/time_pressure/episode15/step15/unit2,0.33251136541366577,-4.114725589752197,6.082755088806152,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode15/step15,2
task14u/seed8/time_pressure/episode16/step12/unit0,0.14266611635684967,8.824687957763672,-6.861809253692627,32,time_pressure,8,test,task14u/seed8/time_pressure/episode16/step12,0
task14u/seed8/time_pressure/episode16/step12/unit1,1.2043052911758423,4.091439247131348,-3.9756011962890625,32,time_pressure,8,test,task14u/seed8/time_pressure/episode16/step12,1
task14u/seed8/time_pressure/episode16/step12/unit2,0.3557974696159363,4.4863786697387695,-0.10396504402160645,32,time_pressure,8,test,task14u/seed8/time_pressure/episode16/step12,2
task14u/seed8/time_pressure/episode1/step13/unit1,0.18312422931194305,0.6248657703399658,-3.4227705001831055,32,time_pressure,8,test,task14u/seed8/time_pressure/episode1/step13,1
task14u/seed8/time_pressure/episode1/step13/unit2,0.3257780373096466,0.0,0.061809539794921875,32,time_pressure,8,test,task14u/seed8/time_pressure/episode1/step13,2
task14u/seed8/time_pressure/episode27/step12/unit0,0.41662269830703735,1.1340556144714355,3.2844645977020264,32,time_pressure,8,train,task14u/seed8/time_pressure/episode27/step12,0
task14u/seed8/time_pressure/episode27/step12/unit2,0.45859891176223755,-8.372568130493164,7.855572700500488,32,time_pressure,8,train,task14u/seed8/time_pressure/episode27/step12,2
task14u/seed8/time_pressure/episode22/step8/unit0,0.573412299156189,0.5430079698562622,-3.5679736137390137,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode22/step8,0
task14u/seed8/time_pressure/episode22/step8/unit1,0.1603093147277832,1.8729770183563232,-3.975559711456299,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode22/step8,1
task14u/seed8/time_pressure/episode22/step8/unit2,0.6004496812820435,0.03483128547668457,-2.6837997436523438,32,time_pressure,8,validation,task14u/seed8/time_pressure/episode22/step8,2
task14u/seed8/heterogeneity_pressure/episode29/step39/unit2,0.015164641663432121,3.2702829837799072,-1.8309921026229858,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode29/step39,2
task14u/seed8/heterogeneity_pressure/episode20/step29/unit0,0.2909894585609436,-7.303262233734131,4.905226707458496,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode20/step29,0
task14u/seed8/heterogeneity_pressure/episode20/step29/unit2,0.12346672266721725,0.4490787982940674,0.16730999946594238,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode20/step29,2
task14u/seed8/heterogeneity_pressure/episode35/step28/unit2,0.014250580221414566,0.0,-0.415545791387558,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode35/step28,2
task14u/seed8/heterogeneity_pressure/episode33/step37/unit2,0.12014184892177582,-1.019810676574707,0.407856285572052,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode33/step37,2
task14u/seed8/heterogeneity_pressure/episode3/step0/unit0,0.6983964443206787,4.621188163757324,-3.403254270553589,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode3/step0,0
task14u/seed8/heterogeneity_pressure/episode32/step1/unit0,0.4929353594779968,2.844717025756836,-2.3707265853881836,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode32/step1,0
task14u/seed8/heterogeneity_pressure/episode32/step1/unit1,0.21608373522758484,4.236876964569092,-2.0267460346221924,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode32/step1,1
task14u/seed8/heterogeneity_pressure/episode16/step48/unit2,0.2423437535762787,0.0,0.467658132314682,32,heterogeneity_pressure,8,validation,task14u/seed8/heterogeneity_pressure/episode16/step48,2
task14u/seed8/heterogeneity_pressure/episode12/step25/unit2,0.23601177334785461,-1.3129782676696777,1.6133739948272705,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode12/step25,2
task14u/seed8/heterogeneity_pressure/episode32/step15/unit0,0.22132545709609985,2.8463752269744873,-3.372546911239624,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode32/step15,0
task14u/seed8/heterogeneity_pressure/episode32/step15/unit2,0.1851656138896942,0.9414206743240356,-1.5194132328033447,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode32/step15,2
task14u/seed8/heterogeneity_pressure/episode21/step21/unit2,0.18271967768669128,-1.3579188585281372,0.04072928428649902,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode21/step21,2
task14u/seed8/heterogeneity_pressure/episode16/step36/unit2,0.09672629833221436,0.41754087805747986,0.14793704450130463,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode16/step36,2
task14u/seed8/heterogeneity_pressure/episode4/step5/unit0,0.5591444969177246,0.8710567951202393,-0.07164454460144043,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode4/step5,0
task14u/seed8/heterogeneity_pressure/episode4/step5/unit2,0.24280649423599243,0.7201492786407471,0.01885044574737549,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode4/step5,2
task14u/seed8/heterogeneity_pressure/episode6/step38/unit2,0.1450277417898178,0.0,0.16888143122196198,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode6/step38,2
task14u/seed8/heterogeneity_pressure/episode17/step6/unit0,0.3489685654640198,8.790212631225586,-5.835977554321289,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode17/step6,0
task14u/seed8/heterogeneity_pressure/episode17/step6/unit1,0.18210379779338837,4.423248291015625,-3.59511661529541,32,heterogeneity_pressure,8,test,task14u/seed8/heterogeneity_pressure/episode17/step6,1
task14u/seed8/heterogeneity_pressure/episode25/step17/unit2,0.21786624193191528,-0.5916957259178162,0.6851431131362915,32,heterogeneity_pressure,8,validation,task14u/seed8/heterogeneity_pressure/episode25/step17,2
task14u/seed8/heterogeneity_pressure/episode11/step49/unit2,0.25,0.0,0.3584185242652893,32,heterogeneity_pressure,8,validation,task14u/seed8/heterogeneity_pressure/episode11/step49,2
task14u/seed8/heterogeneity_pressure/episode19/step11/unit0,0.15216583013534546,0.9231071472167969,-1.6486787796020508,32,heterogeneity_pressure,8,validation,task14u/seed8/heterogeneity_pressure/episode19/step11,0
task14u/seed8/heterogeneity_pressure/episode30/step25/unit2,0.14164069294929504,-0.6969441175460815,0.8821730613708496,32,heterogeneity_pressure,8,train,task14u/seed8/heterogeneity_pressure/episode30/step25,2
task14u/seed10/medium/episode30/step5/unit0,0.08492550253868103,2.50820255279541,-1.6982990503311157,32,medium,10,train,task14u/seed10/medium/episode30/step5,0
task14u/seed10/medium/episode30/step5/unit1,0.07760950922966003,-0.050488829612731934,-0.5374687910079956,32,medium,10,train,task14u/seed10/medium/episode30/step5,1
task14u/seed10/medium/episode24/step25/unit2,0.05650512874126434,1.1961687803268433,-0.7469319701194763,32,medium,10,test,task14u/seed10/medium/episode24/step25,2
task14u/seed10/medium/episode4/step23/unit2,0.20127949118614197,-0.2805560827255249,-1.096285104751587,32,medium,10,test,task14u/seed10/medium/episode4/step23,2
task14u/seed10/medium/episode33/step12/unit2,0.017461828887462616,0.45362138748168945,1.7596443891525269,32,medium,10,train,task14u/seed10/medium/episode33/step12,2
task14u/seed10/medium/episode32/step36/unit2,0.3370131254196167,0.11376410722732544,0.06428712606430054,32,medium,10,train,task14u/seed10/medium/episode32/step36,2
task14u/seed10/medium/episode21/step6/unit1,-0.13179080188274384,1.349325180053711,-0.2810472249984741,32,medium,10,train,task14u/seed10/medium/episode21/step6,1
task14u/seed10/medium/episode21/step6/unit2,0.30856096744537354,3.8278141021728516,-2.4529013633728027,32,medium,10,train,task14u/seed10/medium/episode21/step6,2
task14u/seed10/medium/episode4/step27/unit2,0.07249559462070465,-1.9453825950622559,1.9706840515136719,32,medium,10,test,task14u/seed10/medium/episode4/step27,2
task14u/seed10/medium/episode35/step28/unit2,0.016688743606209755,1.3409972190856934,-0.9079086184501648,32,medium,10,validation,task14u/seed10/medium/episode35/step28,2
task14u/seed10/medium/episode8/step13/unit2,0.08123943209648132,0.0,-0.7011210918426514,32,medium,10,train,task14u/seed10/medium/episode8/step13,2
task14u/seed10/medium/episode30/step24/unit2,0.04500502347946167,0.0,0.028831392526626587,32,medium,10,test,task14u/seed10/medium/episode30/step24,2
task14u/seed10/medium/episode32/step0/unit0,0.14817485213279724,1.5628046989440918,-1.022033929824829,32,medium,10,test,task14u/seed10/medium/episode32/step0,0
task14u/seed10/medium/episode32/step0/unit1,0.11827874183654785,-0.6484989523887634,0.6572508215904236,32,medium,10,test,task14u/seed10/medium/episode32/step0,1
task14u/seed10/medium/episode32/step0/unit2,0.09749773144721985,0.7336986064910889,-0.283219575881958,32,medium,10,test,task14u/seed10/medium/episode32/step0,2
task14u/seed10/medium/episode13/step19/unit2,0.06534405797719955,0.5282767415046692,-0.8608075976371765,32,medium,10,validation,task14u/seed10/medium/episode13/step19,2
task14u/seed10/medium/episode1/step12/unit2,0.10967690497636795,6.00166130065918,-4.737112045288086,32,medium,10,test,task14u/seed10/medium/episode1/step12,2
task14u/seed10/medium/episode19/step7/unit0,0.31293484568595886,0.0,-1.2383074760437012,32,medium,10,train,task14u/seed10/medium/episode19/step7,0
task14u/seed10/medium/episode19/step7/unit2,0.3255094885826111,0.0,-2.5990915298461914,32,medium,10,train,task14u/seed10/medium/episode19/step7,2
task14u/seed10/medium/episode9/step0/unit0,0.19686827063560486,-1.6597695350646973,0.6139712929725647,32,medium,10,validation,task14u/seed10/medium/episode9/step0,0
task14u/seed10/medium/episode9/step0/unit1,0.31787577271461487,4.537421703338623,-2.8280649185180664,32,medium,10,validation,task14u/seed10/medium/episode9/step0,1
task14u/seed10/medium/episode28/step24/unit2,0.12168873846530914,1.6979639530181885,-3.04990291595459,32,medium,10,train,task14u/seed10/medium/episode28/step24,2
task14u/seed10/medium/episode31/step14/unit2,0.05965541675686836,1.0417770147323608,-1.2851945161819458,32,medium,10,test,task14u/seed10/medium/episode31/step14,2
task14u/seed10/medium/episode17/step30/unit2,0.18753975629806519,0.0,-0.01877295970916748,32,medium,10,validation,task14u/seed10/medium/episode17/step30,2
task14u/seed10/time_pressure/episode14/step19/unit2,0.07067691534757614,5.776477813720703,-3.246029853820801,32,time_pressure,10,test,task14u/seed10/time_pressure/episode14/step19,2
task14u/seed10/time_pressure/episode32/step15/unit2,0.04093025624752045,4.921873569488525,-5.50468111038208,32,time_pressure,10,validation,task14u/seed10/time_pressure/episode32/step15,2
task14u/seed10/time_pressure/episode28/step12/unit0,-0.041913196444511414,2.0852112770080566,0.23650354146957397,32,time_pressure,10,train,task14u/seed10/time_pressure/episode28/step12,0
task14u/seed10/time_pressure/episode28/step12/unit1,0.06583181023597717,1.6176319122314453,-1.502000331878662,32,time_pressure,10,train,task14u/seed10/time_pressure/episode28/step12,1
task14u/seed10/time_pressure/episode28/step12/unit2,0.27493762969970703,0.2652857303619385,-0.6344269514083862,32,time_pressure,10,train,task14u/seed10/time_pressure/episode28/step12,2
task14u/seed10/time_pressure/episode16/step13/unit2,0.4239048957824707,3.9921679496765137,-3.880859136581421,32,time_pressure,10,test,task14u/seed10/time_pressure/episode16/step13,2
task14u/seed10/time_pressure/episode9/step16/unit2,0.01777191460132599,1.348408818244934,-1.047870397567749,32,time_pressure,10,test,task14u/seed10/time_pressure/episode9/step16,2
task14u/seed10/time_pressure/episode32/step16/unit2,0.04595840722322464,-0.7362198829650879,-2.9440507888793945,32,time_pressure,10,test,task14u/seed10/time_pressure/episode32/step16,2
task14u/seed10/time_pressure/episode20/step18/unit2,0.2560277581214905,-0.34181320667266846,0.2177722454071045,32,time_pressure,10,validation,task14u/seed10/time_pressure/episode20/step18,2
task14u/seed10/time_pressure/episode27/step14/unit2,0.048957355320453644,-0.5144726634025574,0.6040704250335693,32,time_pressure,10,train,task14u/seed10/time_pressure/episode27/step14,2
task14u/seed10/time_pressure/episode1/step27/unit2,0.013308706693351269,4.598095893859863,-4.436200141906738,32,time_pressure,10,train,task14u/seed10/time_pressure/episode1/step27,2
task14u/seed10/time_pressure/episode18/step12/unit2,0.10648053139448166,0.7451333999633789,0.8000465631484985,32,time_pressure,10,validation,task14u/seed10/time_pressure/episode18/step12,2
task14u/seed10/time_pressure/episode10/step5/unit1,0.015856176614761353,-3.134337902069092,3.0878658294677734,32,time_pressure,10,test,task14u/seed10/time_pressure/episode10/step5,1
task14u/seed10/time_pressure/episode10/step5/unit2,0.041631072759628296,-0.1924729347229004,2.4453086853027344,32,time_pressure,10,test,task14u/seed10/time_pressure/episode10/step5,2
task14u/seed10/time_pressure/episode30/step14/unit2,0.11560846865177155,0.7987942099571228,-1.2762036323547363,32,time_pressure,10,train,task14u/seed10/time_pressure/episode30/step14,2
task14u/seed10/time_pressure/episode0/step17/unit2,0.23014894127845764,3.246032476425171,-3.982515335083008,32,time_pressure,10,train,task14u/seed10/time_pressure/episode0/step17,2
task14u/seed10/time_pressure/episode27/step15/unit2,0.04806958884000778,-0.5901652574539185,1.4482778310775757,32,time_pressure,10,validation,task14u/seed10/time_pressure/episode27/step15,2
task14u/seed10/time_pressure/episode8/step25/unit2,0.26940253376960754,1.5309339761734009,-0.6535327434539795,32,time_pressure,10,train,task14u/seed10/time_pressure/episode8/step25,2
task14u/seed10/time_pressure/episode15/step14/unit2,0.048098959028720856,2.6431264877319336,-1.891038179397583,32,time_pressure,10,test,task14u/seed10/time_pressure/episode15/step14,2
task14u/seed10/time_pressure/episode23/step4/unit0,0.11832837760448456,2.7837955951690674,-2.0405335426330566,32,time_pressure,10,test,task14u/seed10/time_pressure/episode23/step4,0
task14u/seed10/time_pressure/episode6/step3/unit0,0.2031455636024475,3.3838248252868652,-4.018610954284668,32,time_pressure,10,train,task14u/seed10/time_pressure/episode6/step3,0
task14u/seed10/time_pressure/episode6/step3/unit1,0.11534559726715088,2.12863826751709,-3.96940279006958,32,time_pressure,10,train,task14u/seed10/time_pressure/episode6/step3,1
task14u/seed10/heterogeneity_pressure/episode12/step30/unit2,0.041260771453380585,0.0,-0.6587638854980469,32,heterogeneity_pressure,10,validation,task14u/seed10/heterogeneity_pressure/episode12/step30,2
task14u/seed10/heterogeneity_pressure/episode28/step27/unit2,0.020747879520058632,0.0,-0.1766432821750641,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode28/step27,2
task14u/seed10/heterogeneity_pressure/episode9/step4/unit1,0.15961456298828125,0.18481850624084473,-1.1832157373428345,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode9/step4,1
task14u/seed10/heterogeneity_pressure/episode9/step4/unit2,0.09166882932186127,4.022891998291016,-3.0681800842285156,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode9/step4,2
task14u/seed10/heterogeneity_pressure/episode11/step26/unit2,0.035641733556985855,3.3309428691864014,-4.6675310134887695,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode11/step26,2
task14u/seed10/heterogeneity_pressure/episode11/step29/unit2,0.02417680248618126,-2.161282539367676,1.9749401807785034,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode11/step29,2
task14u/seed10/heterogeneity_pressure/episode16/step10/unit2,0.0664467066526413,1.7874338626861572,-0.78336101770401,32,heterogeneity_pressure,10,validation,task14u/seed10/heterogeneity_pressure/episode16/step10,2
task14u/seed10/heterogeneity_pressure/episode19/step13/unit2,0.04079489782452583,7.261674880981445,-7.054154396057129,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode19/step13,2
task14u/seed10/heterogeneity_pressure/episode31/step34/unit2,0.2423437535762787,-3.331815719604492,2.332636833190918,32,heterogeneity_pressure,10,validation,task14u/seed10/heterogeneity_pressure/episode31/step34,2
task14u/seed10/heterogeneity_pressure/episode23/step19/unit2,0.0398164838552475,0.0,-0.6088290214538574,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode23/step19,2
task14u/seed10/heterogeneity_pressure/episode12/step24/unit2,0.09365419298410416,0.0,-0.5273330211639404,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode12/step24,2
task14u/seed10/heterogeneity_pressure/episode16/step29/unit2,0.0268507469445467,0.0,0.09590089321136475,32,heterogeneity_pressure,10,validation,task14u/seed10/heterogeneity_pressure/episode16/step29,2
task14u/seed10/heterogeneity_pressure/episode16/step7/unit0,0.14552707970142365,2.90378999710083,-2.878019094467163,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode16/step7,0
task14u/seed10/heterogeneity_pressure/episode16/step7/unit2,0.05407412350177765,-0.6983418464660645,2.382786989212036,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode16/step7,2
task14u/seed10/heterogeneity_pressure/episode10/step24/unit2,0.008548548445105553,-2.978846549987793,2.257964611053467,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode10/step24,2
task14u/seed10/heterogeneity_pressure/episode26/step29/unit2,0.11067403852939606,4.114137172698975,-4.959068775177002,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode26/step29,2
task14u/seed10/heterogeneity_pressure/episode9/step1/unit0,0.2235308587551117,0.21101734042167664,-0.4029323160648346,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode9/step1,0
task14u/seed10/heterogeneity_pressure/episode9/step1/unit1,0.09408798813819885,-0.29205071926116943,0.7563574314117432,32,heterogeneity_pressure,10,train,task14u/seed10/heterogeneity_pressure/episode9/step1,1
task14u/seed10/heterogeneity_pressure/episode10/step22/unit2,0.020847497507929802,-2.910384178161621,2.3014755249023438,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode10/step22,2
task14u/seed10/heterogeneity_pressure/episode2/step1/unit0,0.10882851481437683,1.7673845291137695,-1.5832123756408691,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode2/step1,0
task14u/seed10/heterogeneity_pressure/episode2/step1/unit1,0.10915929079055786,-0.5942413806915283,0.44801604747772217,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode2/step1,1
task14u/seed10/heterogeneity_pressure/episode17/step31/unit2,0.034702762961387634,4.482569694519043,-2.7776193618774414,32,heterogeneity_pressure,10,test,task14u/seed10/heterogeneity_pressure/episode17/step31,2
