context_id,scenario,policy_seed,slot,environment_seed,environment_step,observation_hash,unit_index,resource_type,unit_cost,repeat_count,actual_extra_transitions,direct_cost_mean,direct_cost_standard_error,direct_cost_lower,direct_cost_upper,current_other_delta_mean,current_other_delta_standard_error,current_other_delta_lower,current_other_delta_upper,sub_cost_probe_mean,sub_cost_probe_standard_error,sub_cost_probe_lower,sub_cost_probe_upper,sub_cost_other_mean,sub_cost_other_standard_error,sub_cost_other_lower,sub_cost_other_upper,sub_cost_mean,sub_cost_standard_error,sub_cost_lower,sub_cost_upper,sub_shot_probe_mean,sub_shot_probe_standard_error,sub_shot_probe_lower,sub_shot_probe_upper,sub_shot_other_mean,sub_shot_other_standard_error,sub_shot_other_lower,sub_shot_other_upper,sub_shot_mean,sub_shot_standard_error,sub_shot_lower,sub_shot_upper,episode_cost_delta_mean,episode_cost_delta_standard_error,episode_cost_delta_lower,episode_cost_delta_upper,rho_sub_mean,rho_sub_standard_error,rho_sub_lower,rho_sub_upper,rho_sub_median,rho_sub_q25,rho_sub_q75,cost_sign_masked_rate,first_substitution_step_mean
confirm_medium_seed17_resource04_e22_t48_u2,medium,17,resource,1784393374,48,8cb66dc158faa1dbdc3c3552c7cb9f16ddb470cb0a56c47d3158f4bb48bf29fa,2,laser,0.5,32,120,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4375,0.14849717603484108,0.14644553497171148,0.7285544650282885,0.4375,0.14849717603484108,0.14644553497171148,0.7285544650282885,0.0,0.0,0.0,0.0,0.21875,0.07424858801742054,0.07322276748585574,0.36427723251414423,0.21875,0.07424858801742054,0.07322276748585574,0.36427723251414423,0.0625,0.14849717603484108,-0.22855446502828852,0.3535544650282885,0.875,0.29699435206968217,0.29289106994342295,1.457108930056577,0.0,0.0,0.0,0.21875,1.0
confirm_medium_seed17_resource05_e22_t47_u2,medium,17,resource,1784393374,47,d3e6eae2a0a29d76e0e29beacc535e131f169cb2c7694c24dd2014dc1c150ef6,2,laser,0.5,32,146,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.015625,0.015625,-0.015,0.04625,0.1875,0.1047029207467644,-0.01771772466365823,0.39271772466365823,0.203125,0.10496585226219542,-0.0026080704339030147,0.408858070433903,0.03125,0.03125,-0.03,0.0925,0.09375,0.0523514603733822,-0.008858862331829115,0.19635886233182911,0.125,0.059398870413936426,0.008578213988684608,0.2414217860113154,0.296875,0.10496585226219542,0.09114192956609699,0.502608070433903,0.40625,0.20993170452439083,-0.0052161408678060295,0.817716140867806,0.0,0.0,0.0,0.125,1.0
confirm_medium_seed18_safety00_e08_t27_u2,medium,18,safety,1784403360,27,6f1ed426ae62fcd31ac2c15df53761904f775970a9ac58dca9cd3c519ea7ceb3,2,laser,0.5,32,1472,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.0,0.0,0.0,0.0,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.03125,0.021737760738757887,-0.011356011047965457,0.07385601104796546,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,1.0,1.0,1.0,0.9375,12.8
confirm_medium_seed18_safety01_e14_t27_u2,medium,18,safety,1784403366,27,4b77279553c44f63301a6e32f28f4fbf8c7b1c021684c78e703fa45d9ebbe02b,2,laser,0.5,32,2208,0.5000000298023224,0.0,0.5000000298023224,0.5000000298023224,0.0,0.0,0.0,0.0,0.5000000298023224,0.0,0.5000000298023224,0.5000000298023224,0.0,0.0,0.0,0.0,0.5000000298023224,0.0,0.5000000298023224,0.5000000298023224,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,0.0,0.0,0.0,0.0,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,0.0,0.0,0.0,0.0,1.0000000596046448,0.0,1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0000000596046448,1.0,1.9687501173466444
confirm_medium_seed18_safety02_e14_t26_u2,medium,18,safety,1784403366,26,4e924241e713bf6daa47cccbb8d87c51de7977d3c6c0aa2d6687eafcaed334d5,2,laser,0.5,32,2304,0.4999999701976776,0.0,0.4999999701976776,0.4999999701976776,0.0,0.0,0.0,0.0,0.4999999701976776,0.0,0.4999999701976776,0.4999999701976776,0.0,0.0,0.0,0.0,0.4999999701976776,0.0,0.4999999701976776,0.4999999701976776,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.0,0.0,0.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.0,0.0,0.0,0.0,0.9999999403953552,0.0,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,0.9999999403953552,1.0,4.999999701976776
confirm_medium_seed18_safety03_e08_t26_u2,medium,18,safety,1784403360,26,5aca4da8637bf90a3af89113fb06779d854a3fc0cd0e19aad5d0fd35b68bd00d,2,laser,0.5,32,1536,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.0,0.0,0.0,0.0,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.03125,0.021737760738757887,-0.011356011047965457,0.07385601104796546,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,1.0,1.0,1.0,0.9375,13.766666666666667
confirm_medium_seed18_safety04_e14_t25_u2,medium,18,safety,1784403366,25,cb6e127d80d5742e8d032e269ba1d6c7ac3327ad6dffd3493b81638f826643f6,2,laser,0.5,32,2400,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,0.0,0.0,0.0,0.0,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,0.0,0.0,0.0,0.0,0.5000000149011612,0.0,0.5000000149011612,0.5000000149011612,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,0.0,0.0,0.0,0.0,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,0.0,0.0,0.0,0.0,1.0000000298023224,0.0,1.0000000298023224,1.0000000298023224,1.0000000298023224,1.0000000298023224,1.0000000298023224,1.0,8.718750259838998
confirm_medium_seed18_safety05_e08_t25_u2,medium,18,safety,1784403360,25,0cacbf897d13acec83f1156ae124bd42630d7b9871729cb88877f49715628317,2,laser,0.5,32,1600,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.0,0.0,0.0,0.0,0.46875,0.021737760738757887,0.42614398895203454,0.5113560110479655,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.0,0.0,0.0,0.0,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,0.03125,0.021737760738757887,-0.011356011047965457,0.07385601104796546,0.9375,0.04347552147751577,0.8522879779040691,1.022712022095931,1.0,1.0,1.0,0.9375,12.333333333333334
confirm_medium_seed18_resource00_e12_t04_u0,medium,18,resource,1784403364,4,17cbe656ed8f54a20a5db964ea4898bc77891c1218922eb6853aab3f6c471d1f,0,missile,2.0,32,5068,1.9999999403953552,0.0,1.9999999403953552,1.9999999403953552,0.0,0.0,0.0,0.0,1.9999999403953552,0.0,1.9999999403953552,1.9999999403953552,0.0,0.0,0.0,0.0,1.9999999403953552,0.0,1.9999999403953552,1.9999999403953552,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.0,0.0,0.0,0.0,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.0,0.0,0.0,0.0,0.9999999701976776,0.0,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.9999999701976776,0.9999999701976776,1.0,1.7187499487772584
confirm_medium_seed18_resource01_e04_t04_u0,medium,18,resource,1784403356,4,904b09ef70ba4559e1b9d7a3130d0a0d56e8bdf435860f9b9589cab33c0d81a9,0,missile,2.0,32,7360,1.9999997913837433,0.0,1.9999997913837433,1.9999997913837433,-0.06548835779540241,0.023725380574922832,-0.11199010372225116,-0.01898661186855366,1.9999997913837433,0.0,1.9999997913837433,1.9999997913837433,-0.06548835779540241,0.023725380574922832,-0.11199010372225116,-0.01898661186855366,1.9345114335883409,0.023725380574922832,1.888009687661492,1.9810131795151897,0.9999998956918716,0.0,0.9999998956918716,0.9999998956918716,-0.13097671559080482,0.047450761149845665,-0.2239802074445023,-0.03797322373710732,0.8690231801010668,0.047450761149845665,0.7760196882473693,0.9620266719547643,0.0,0.0,0.0,0.0,0.9672557167941704,0.011862690287461416,0.944004843830746,0.9905065897575949,0.9383637942373753,0.9383637942373753,0.9999998956918716,1.0,2.511293355495699
confirm_medium_seed18_resource02_e17_t04_u1,medium,18,resource,1784403369,4,b80022979f295d1df15be28feb6308fa09012e2f77287f06e6c54d44be68e61e,1,missile,2.0,32,3535,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,2.0,-0.03984705824404955,0.10338572640014461,-0.242483081988333,0.1627889655002339,1.9601529417559505,0.10338572640014461,1.757516918011667,2.162788965500234,1.0,0.0,1.0,1.0,-0.0796941164880991,0.20677145280028922,-0.484966163976666,0.3255779310004678,0.9203058835119009,0.20677145280028922,0.515033836023334,1.3255779310004678,0.03984705824404955,0.10338572640014461,-0.1627889655002339,0.242483081988333,0.9800764708779752,0.051692863200072305,0.8787584590058335,1.081394482750117,1.0,1.0,1.0,0.9375,2.03125
confirm_medium_seed18_resource03_e06_t04_u2,medium,18,resource,1784403358,4,903228ce570b4ec3a91da94bae97e33f266c8395cc52158f44aad07045156af6,2,laser,0.5,32,2845,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.875
confirm_medium_seed18_resource04_e23_t04_u2,medium,18,resource,1784403375,4,49a2dcd102144b03c575e0c899818e4249056ed3d7a7a245d48b9eb9f0fa9a08,2,laser,0.5,32,2417,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,12.5625
confirm_medium_seed18_resource05_e04_t04_u2,medium,18,resource,1784403356,4,904b09ef70ba4559e1b9d7a3130d0a0d56e8bdf435860f9b9589cab33c0d81a9,2,laser,0.5,32,2944,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.0,0.5,0.5,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,16.375
confirm_medium_seed19_safety00_e01_t30_u1,medium,19,safety,1784413353,30,9a34f6fdc66a172808255ba236f69de64ad857b4657cfc0160a45f10acaa9d28,1,missile,2.0,32,438,1.9999998807907104,0.0,1.9999998807907104,1.9999998807907104,0.0,0.0,0.0,0.0,-0.32023355551064014,0.20155614223802862,-0.7152835942971763,0.07481648327589596,-0.8482816512696445,0.32202816323875455,-1.4794568512176034,-0.2171064513216856,-1.1685152067802846,0.5043983512679332,-2.1571359752654335,-0.17989443829513563,-0.16011677775532007,0.10077807111901431,-0.3576417971485881,0.03740824163794798,-0.679661332629621,0.32717783441026593,-1.3209298880737421,-0.03839277718549983,-0.8397781103849411,0.4173782931326574,-1.6578395649249495,-0.021716655844932653,3.168515087570995,0.5043983512679332,2.179894319085846,4.157135856056144,-0.5842576033901423,0.2521991756339666,-1.0785679876327168,-0.08994721914756781,0.0,-1.4197310451418161,0.0,0.125,5.999999642372131
confirm_medium_seed19_safety01_e01_t30_u0,medium,19,safety,1784413353,30,9a34f6fdc66a172808255ba236f69de64ad857b4657cfc0160a45f10acaa9d28,0,missile,2.0,32,628,1.9999999403953552,0.0,1.9999999403953552,1.9999999403953552,-0.020874934270977974,0.014520778451834125,-0.04933566003657286,0.007585791494616911,-0.2360312808305025,0.2822959507414289,-0.7893313442837031,0.3172687826226981,-0.9083566991612315,0.22845997221079475,-1.3561382446943893,-0.46057515362807383,-1.144387979991734,0.4604077654452407,-2.0467872002644056,-0.2419887597190623,-0.11801564041525126,0.14114797537071444,-0.39466567214185155,0.15863439131134904,-0.8337238794192672,0.2162919423896055,-1.257656086502894,-0.4097916723356404,-0.9517395198345184,0.30034918486154816,-1.5404239221631528,-0.36305511750588404,3.1235129861161113,0.4667684220792562,2.208646878840769,4.038379093391454,-0.572193989995867,0.23020388272262035,-1.0233936001322028,-0.12099437985953115,-0.0019968748092651367,-1.7166399043053389,0.0,0.15625,4.5074527114629745
confirm_medium_seed19_safety02_e01_t30_u2,medium,19,safety,1784413353,30,9a34f6fdc66a172808255ba236f69de64ad857b4657cfc0160a45f10acaa9d28,2,laser,0.5,32,249,0.4999999850988388,0.0,0.4999999850988388,0.4999999850988388,0.0,0.0,0.0,0.0,-0.3012951724231243,0.0840556290740078,-0.4660442054081796,-0.136546139438069,-2.473791942000389,0.4174992723805318,-3.2920905158662315,-1.6554933681345467,-2.7750871144235134,0.47725286445636717,-3.710502728757993,-1.8396715000890338,-0.6025903448462486,0.1681112581480156,-0.9320884108163592,-0.273092278876138,-1.2368959710001945,0.2087496361902659,-1.6460452579331157,-0.8277466840672734,-1.8394863158464432,0.343856236151366,-2.5134445387031206,-1.1655280929897658,3.275087099522352,0.47725286445636717,2.3396714851878726,4.210502713856831,-5.550174228847027,0.9545057289127343,-7.421005457515986,-3.6793430001780676,-4.820722758769989,-9.134001016616821,0.0,0.0,
confirm_medium_seed19_safety03_e14_t30_u2,medium,19,safety,1784413366,30,df30803263b4b250af5c74a031a74b15db24280a6fb4459723a892d62e217c82,2,laser,0.5,32,516,0.4999999850988388,0.0,0.4999999850988388,0.4999999850988388,0.0,0.0,0.0,0.0,0.08392633870244026,0.025017898913683983,0.03489125683161966,0.13296142057326088,0.4389099832624197,0.12964102905553473,0.18481356631357165,0.6930064002112677,0.52283632196486,0.13914404355605436,0.2501139965949934,0.7955586473347265,0.16785267740488052,0.050035797827367966,0.06978251366323932,0.26592284114652176,0.21945499163120985,0.06482051452776737,0.09240678315678583,0.34650320010563385,0.3873076690360904,0.09291745446557166,0.2051894582835699,0.5694258797886108,-0.022836336866021156,0.13914404355605436,-0.2955586622358877,0.2498859885038454,1.04567264392972,0.27828808711210873,0.5002279931899868,1.591117294669453,0.33267727494239807,0.0,1.4138784185051918,0.5625,
confirm_medium_seed19_safety04_e14_t30_u1,medium,19,safety,1784413366,30,df30803263b4b250af5c74a031a74b15db24280a6fb4459723a892d62e217c82,1,missile,2.0,32,570,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.1695670764893293,0.1919348967130656,0.7933746789317208,1.545759474046938,0.37620680779218674,0.22579384370348193,-0.06634912586663783,0.8187627414510112,1.545773884281516,0.27663900739044367,1.0035614297962465,2.0879863387667856,0.5847835382446647,0.0959674483565328,0.3966873394658604,0.772879737023469,0.18917361367493868,0.17509929276448996,-0.15402100014346165,0.532368227493339,0.7739571519196033,0.1849540371363205,0.41144723913241515,1.1364670647067916,0.4542261157184839,0.27663900739044367,-0.08798633876678563,0.9964385702037535,0.772886942140758,0.13831950369522183,0.5017807148981233,1.0439931693833928,0.7483253851532936,0.3373534232378006,1.001823976635933,0.75,1.4080994060406318
confirm_medium_seed19_safety05_e14_t30_u0,medium,19,safety,1784413366,30,df30803263b4b250af5c74a031a74b15db24280a6fb4459723a892d62e217c82,0,missile,2.0,32,464,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,1.0225726421922445,0.19588883031036924,0.6386305347839208,1.4065147496005683,0.5603843149729073,0.170739077108287,0.22573572384066476,0.8950329061051499,1.5829569571651518,0.24039610535111003,1.1117805906769762,2.0541333236533275,0.5112863210961223,0.09794441515518462,0.3193152673919604,0.7032573748002842,0.46109153237193823,0.16242804509818684,0.14273256397949202,0.7794505007643844,0.9723778534680605,0.17016601703432266,0.6388524600807881,1.3059032468553329,0.41704304283484817,0.24039610535111003,-0.05413332365332746,0.8882194093230238,0.7914784785825759,0.12019805267555501,0.5558902953384881,1.0270666618266637,0.5847332999110222,0.33250901103019714,1.4425633661448956,0.78125,1.094614754830088
confirm_medium_seed19_resource00_e00_t46_u1,medium,19,resource,1784413352,46,79b606bd529e34c2129ddc0f7714ab1b878c87bdad08978560f898af5d3f886b,1,missile,2.0,32,408,2.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.8342554271221161,0.15845510092360032,0.5236834293118595,1.1448274249323727,0.16229060105979443,0.06021280292035552,0.04427350733589762,0.2803076947836912,0.9965460281819105,0.17560023891341361,0.6523695599116198,1.340722496452201,0.41712771356105804,0.07922755046180016,0.26184171465592976,0.5724137124661863,0.13654224574565887,0.08044534148499395,-0.021130623564929257,0.294215115056247,0.5536699593067169,0.10552633129345022,0.3468383499715545,0.7605015686418793,1.0034539718180895,0.17560023891341361,0.6592775035477988,1.34763044008838,0.49827301409095526,0.08780011945670681,0.3261847799558099,0.6703612482261005,0.33408260345458984,0.0626404881477356,0.9406417533755302,0.5625,1.0
