method,method_type,train_scenario,eval_scenario,run_index,train_seed,evaluation_seed,requested_timesteps,training_timesteps,training_seconds,model_path,episodes,avg_reward,std_reward,avg_steps,success_rate,intercept_rate,leak_rate,avg_total_damage,avg_ammo_used,avg_shots,hit_rate_per_shot,avg_invalid_actions,avg_decision_time_ms,high_threat_leak_rate,avg_zone_weighted_damage,assignment_conflict_rate,overkill_rate,damage_reduction_per_ammo,avg_resource_cost
conflict_free_maskable_ppo,learning,medium,time_pressure,0,0,250,30000,30208,60.4523732000016,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed0.zip,50.0,-52.77388749170055,40.94644021079313,33.46,0.06,0.528,0.452,1.5262935763059673,13.6,13.6,0.19411764705882353,0.0,0.5227953376392276,0.5357142857142857,1.5262935763059673,0.0,0.0,0.1380776420011142,15.59
conflict_free_maskable_ppo,learning,medium,heterogeneity_pressure,0,0,300,30000,30208,60.4523732000016,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed0.zip,50.0,-44.71477773050691,30.13749698053525,45.28,0.02,0.48,0.38,1.2698405954509788,13.96,13.96,0.17191977077363896,0.0,0.4788984982157861,0.32989690721649484,1.2698405954509786,0.0,0.0,0.12354384107329984,14.815
autoregressive_maskable_ppo,learning,medium,medium,0,0,200,30000,30208,89.43384409999999,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed0.zip,50.0,-64.4563866775638,30.799222681771436,46.76,0.0,0.316,0.496,1.7398020880749048,13.04,13.04,0.12116564417177914,0.0,1.2272974337159674,0.4842105263157895,1.739802088074905,0.0,0.0,0.08250059664056573,12.64
autoregressive_maskable_ppo,learning,medium,time_pressure,0,0,250,30000,30208,89.43384409999999,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed0.zip,50.0,-60.40738313859907,37.59946359252014,35.42,0.0,0.472,0.516,1.7355586158673595,12.94,12.94,0.18238021638330756,0.0,1.0991456803872404,0.42857142857142855,1.7355586158673595,0.0,0.0,0.13214680184401478,12.26
autoregressive_maskable_ppo,learning,medium,heterogeneity_pressure,0,0,300,30000,30208,89.43384409999999,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed0.zip,50.0,-67.73325401127319,32.84336370496977,47.0,0.0,0.308,0.52,1.8119861765002807,13.04,13.04,0.11809815950920245,0.0,1.1016564255538817,0.44329896907216493,1.8119861765002807,0.0,0.0,0.08259038533959967,11.656999999999998
greedy_damage,rule,medium,medium,1,,350,0,0,0.0,,50.0,-37.48599648611321,37.095515379720204,46.06,0.08,0.524,0.292,1.025424164618496,15.88,15.88,0.16498740554156172,0.0,0.021576378633069722,0.3,1.0254241646184958,0.0,0.0,0.11861580844680551,16.94
greedy_damage,rule,medium,time_pressure,1,,400,0,0,0.0,,50.0,-57.02021304960439,39.13273695148865,34.02,0.04,0.524,0.468,1.610096536878645,15.74,15.74,0.16645489199491742,0.0,0.02491904761903177,0.42592592592592593,1.610096536878645,0.0,0.0,0.12497719140279391,16.87
greedy_damage,rule,medium,heterogeneity_pressure,1,,450,0,0,0.0,,50.0,-44.9479204380348,29.885274836951375,48.1,0.0,0.444,0.364,1.2132007318142164,15.8,15.8,0.14050632911392405,0.0,0.022469646557090946,0.36283185840707965,1.2132007318142164,0.0,0.0,0.10860428450188007,15.35
hungarian_damage,rule,medium,medium,1,,350,0,0,0.0,,50.0,-38.05086735428867,37.099808350916426,46.06,0.08,0.52,0.296,1.0413790051533331,15.88,15.88,0.163727959697733,0.0,0.029814937059463035,0.3,1.041379005153333,0.0,0.0,0.11761109556677801,16.94
hungarian_damage,rule,medium,time_pressure,1,,400,0,0,0.0,,50.0,-58.892265304938185,38.30103735156267,34.1,0.02,0.52,0.472,1.6337661018364782,15.8,15.8,0.16455696202531644,0.0,0.03534838705707022,0.4444444444444444,1.6337661018364782,0.0,0.0,0.12300452074190778,16.9
hungarian_damage,rule,medium,heterogeneity_pressure,1,,450,0,0,0.0,,50.0,-45.68324737843983,29.528664711335548,48.02,0.0,0.444,0.372,1.2378550664779893,15.8,15.8,0.14050632911392405,0.0,0.031807580127481444,0.37168141592920356,1.2378550664779893,0.0,0.0,0.10856193094783553,15.35
maskable_ppo,learning,medium,medium,1,1,350,30000,30208,84.24034799999936,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-73.32769427132973,31.20041081161148,46.8,0.0,0.256,0.54,1.9225639560624697,6.66,6.66,0.1981981981981982,0.0,0.9305644871735558,0.5272727272727272,1.9225639560624697,0.01524390243902439,0.015015015015015015,0.13723429291513406,12.33
maskable_ppo,learning,medium,time_pressure,1,1,400,30000,30208,84.24034799999936,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-104.53652150260595,31.187917024239283,33.74,0.0,0.236,0.712,2.5887585832133277,6.62,6.62,0.1782477341389728,0.0,0.863409306408809,0.75,2.5887585832133277,0.0060790273556231,0.006042296072507553,0.12593558731990548,12.28
maskable_ppo,learning,medium,heterogeneity_pressure,1,1,450,30000,30208,84.24034799999936,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed1.zip,50.0,-84.43716346327903,31.889516391456695,45.4,0.0,0.212,0.584,2.129774355968576,7.46,7.46,0.15013404825737264,0.0,0.8584343171790026,0.6017699115044248,2.129774355968576,0.021917808219178082,0.021447721179624665,0.09905868419840888,13.163
conflict_free_maskable_ppo,learning,medium,medium,1,1,350,30000,30208,60.195531199999095,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed1.zip,50.0,-68.55650774688894,29.92527069298426,46.74,0.0,0.268,0.52,1.8667610641447507,6.94,6.94,0.1930835734870317,0.0,0.5210038082910812,0.4909090909090909,1.8667610641447507,0.0,0.0,0.13534938273645955,10.16
conflict_free_maskable_ppo,learning,medium,time_pressure,1,1,400,30000,30208,60.195531199999095,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed1.zip,50.0,-94.79856008261616,28.21491484880088,33.02,0.0,0.26,0.688,2.505949640662856,7.14,7.14,0.18207282913165265,0.0,0.5110424590924212,0.7222222222222222,2.505949640662856,0.0,0.0,0.12975596506277146,10.71
conflict_free_maskable_ppo,learning,medium,heterogeneity_pressure,1,1,450,30000,30208,60.195531199999095,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed1.zip,50.0,-79.24567869280052,31.581720648601316,45.02,0.0,0.24,0.584,2.116250208767373,6.96,6.96,0.1724137931034483,0.0,0.482352687647105,0.6548672566371682,2.116250208767373,0.0,0.0,0.12261533768259218,10.136999999999999
autoregressive_maskable_ppo,learning,medium,medium,1,1,350,30000,30208,84.59925690000091,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed1.zip,50.0,-68.06317541741947,30.259585981852535,46.78,0.0,0.252,0.532,1.9118200721714231,5.84,5.84,0.21575342465753425,0.0,1.0926043181049538,0.509090909090909,1.9118200721714231,0.0,0.0,0.15165397522997645,7.42
autoregressive_maskable_ppo,learning,medium,time_pressure,1,1,400,30000,30208,84.59925690000091,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed1.zip,50.0,-92.65780882838945,29.78974797353268,33.4,0.0,0.232,0.704,2.5089920825730716,5.18,5.18,0.22393822393822393,0.0,1.0545063472992857,0.7037037037037037,2.5089920825730716,0.0,0.0,0.16669858911537883,7.09
autoregressive_maskable_ppo,learning,medium,heterogeneity_pressure,1,1,450,30000,30208,84.59925690000091,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed1.zip,50.0,-76.20177697311594,31.005772723378254,45.06,0.0,0.244,0.584,2.0927967465325406,5.68,5.68,0.2147887323943662,0.0,1.0718541500134116,0.5929203539823009,2.0927967465325406,0.0,0.0,0.15428082657219044,9.069999999999999
greedy_damage,rule,medium,medium,2,,500,0,0,0.0,,50.0,-45.141278113980604,38.587762512247004,46.2,0.06,0.488,0.34,1.1921978617699156,15.86,15.86,0.15384615384615385,0.0,0.020858095242887297,0.3548387096774194,1.1921978617699156,0.0,0.0,0.11184169027616211,16.93
greedy_damage,rule,medium,time_pressure,2,,550,0,0,0.0,,50.0,-45.66930677060455,43.82443332443423,34.34,0.08,0.596,0.388,1.3335022393070823,15.88,15.88,0.18765743073047858,0.0,0.024688410012480105,0.3431372549019608,1.3335022393070823,0.0,0.0,0.13697771471893289,16.94
greedy_damage,rule,medium,heterogeneity_pressure,2,,600,0,0,0.0,,50.0,-37.448661033425736,33.76146964256353,46.72,0.0,0.516,0.3,0.9846004752643783,15.66,15.66,0.16475095785440613,0.0,0.02215248289521447,0.3047619047619048,0.9846004752643783,0.0,0.0,0.12878524805631858,15.315
hungarian_damage,rule,medium,medium,2,,500,0,0,0.0,,50.0,-45.141278113980604,38.587762512247004,46.2,0.06,0.488,0.34,1.1921978617699156,15.86,15.86,0.15384615384615385,0.0,0.03073930733615948,0.3548387096774194,1.1921978617699156,0.0,0.0,0.11184169027616211,16.93
hungarian_damage,rule,medium,time_pressure,2,,550,0,0,0.0,,50.0,-46.56086299488302,42.191756738772824,34.4,0.06,0.588,0.396,1.340703018063452,15.94,15.94,0.18444165621079048,0.0,0.03295831400379918,0.3431372549019608,1.340703018063452,0.0,0.0,0.1360103720815737,16.97
hungarian_damage,rule,medium,heterogeneity_pressure,2,,600,0,0,0.0,,50.0,-37.09828107791337,34.094620938604116,46.76,0.0,0.516,0.304,0.9885908814793907,15.66,15.66,0.16475095785440613,0.0,0.03276428573165008,0.3142857142857143,0.9885908814793907,0.0,0.0,0.12888262056217703,15.315
maskable_ppo,learning,medium,medium,2,2,500,30000,30208,86.95423690000098,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed2.zip,50.0,-62.31505039032968,32.3268779801624,44.5,0.0,0.352,0.496,1.7593950538298362,7.52,7.52,0.24468085106382978,0.0,1.0540584719241493,0.5161290322580645,1.7593950538298362,0.010752688172043012,0.010638297872340425,0.17634995257384564,9.43
maskable_ppo,learning,medium,time_pressure,2,2,550,30000,30208,86.95423690000098,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed2.zip,50.0,-76.30019291459604,38.68594303748998,33.7,0.0,0.352,0.6,2.1018431223566476,7.84,7.84,0.22704081632653061,0.0,1.0086700890251423,0.5588235294117647,2.1018431223566476,0.007712082262210797,0.007653061224489796,0.16502028051971535,9.62
maskable_ppo,learning,medium,heterogeneity_pressure,2,2,600,30000,30208,86.95423690000098,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\maskable_ppo_seed2.zip,50.0,-68.48861025958253,32.798449844361805,45.12,0.0,0.3,0.524,1.8622399058755326,7.2,7.2,0.21666666666666667,0.0,1.110286923779745,0.5238095238095238,1.8622399058755326,0.01694915254237288,0.016666666666666666,0.14947453744091924,10.499999999999998
conflict_free_maskable_ppo,learning,medium,medium,2,2,500,30000,30208,57.950682000002416,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed2.zip,50.0,-74.45745237186779,33.3654211367223,46.48,0.0,0.276,0.528,1.8817764115628635,11.74,11.74,0.11754684838160136,0.0,0.534786876098518,0.5698924731182796,1.8817764115628635,0.0,0.0,0.0860853849527999,14.87
conflict_free_maskable_ppo,learning,medium,time_pressure,2,2,550,30000,30208,57.950682000002416,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed2.zip,50.0,-93.24797433529311,31.701361952058214,35.04,0.0,0.296,0.676,2.373295692244061,9.96,9.96,0.14859437751004015,0.0,0.4955475456304427,0.6470588235294118,2.373295692244061,0.0,0.0,0.10950637383593975,13.95
conflict_free_maskable_ppo,learning,medium,heterogeneity_pressure,2,2,600,30000,30208,57.950682000002416,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\conflict_free_maskable_ppo_seed2.zip,50.0,-68.33022705549396,37.05816781573383,46.12,0.0,0.28,0.476,1.7074520081195317,9.08,9.08,0.15418502202643172,0.0,0.5647279271064215,0.4857142857142857,1.7074520081195317,0.0,0.0,0.11758904050218352,13.67
autoregressive_maskable_ppo,learning,medium,medium,2,2,500,30000,30208,83.33099349999975,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed2.zip,50.0,-84.6646724682212,32.89755087626658,44.68,0.0,0.116,0.624,2.2300211129544016,3.24,3.24,0.17901234567901234,0.0,1.2414200985191508,0.5913978494623656,2.230021112954402,0.0,0.0,0.131160194309739,6.12
autoregressive_maskable_ppo,learning,medium,time_pressure,2,2,550,30000,30208,83.33099349999975,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed2.zip,50.0,-106.70560254243318,25.44707268613818,33.44,0.0,0.104,0.768,2.6931538147710667,3.02,3.02,0.17218543046357615,0.0,1.364462081379646,0.7647058823529411,2.6931538147710667,0.0,0.0,0.1301483714684166,6.01
autoregressive_maskable_ppo,learning,medium,heterogeneity_pressure,2,2,600,30000,30208,83.33099349999975,results\air_defense_v1\task9_autoregressive_screening_30k_3seeds\models\medium\autoregressive_maskable_ppo_seed2.zip,50.0,-79.43202420150752,33.88361499919058,45.78,0.0,0.156,0.576,2.0724837213831284,3.06,3.06,0.2549019607843137,0.0,1.1171046744863171,0.580952380952381,2.0724837213831284,0.0,0.0,0.18579973861555354,8.414999999999997
